plot_id,khasra_number,khata_number,village_name,village_name_hi,owner_name_en,owner_name_hi,father_name_en,father_name_hi,land_type,land_type_hi,computed_area_sqm,recorded_area_sqm,area_difference_sqm,area_text,has_discrepancy,discrepancy_severity,discrepancy_percentage,record_status,irrigation_type_en,current_crop_en,soil_type_en,rate_per_sqm,estimated_value_inr,source_document,survey_year,centroid_lat,centroid_lon
172035/707/86,707,303,Gordhanpura,गोर्धनपुरा,Vishnu Gurjar,विष्णु गुर्जर,Bhagwan Gurjar,भगवान गुर्जर,agricultural,कृषि भूमि,13797.45,13725.25,-72.2,5 बीघा 9 बिस्वा,False,,0,verified,Canal,Moong,Sandy,1418,19462399.62,जमाबंदी,2023,26.073892,74.742528
172035/603/87,603,373,Gordhanpura,गोर्धनपुरा,Jagdish Kumawat,जगदीश कुमावत,Anil Dubey,अनिल दुबे,agricultural,कृषि भूमि,13613.45,13810.49,197.04,5 बीघा 10 बिस्वा,False,,0,verified,Pond,Rice,Clay,1797,24817449.59,खसरा,2015,26.075587,74.747313
172035/871/88,871,36,Gordhanpura,गोर्धनपुरा,Radha Chauhan,राधा चौहान,Durga Jat,दुर्गा जाट,agricultural,कृषि भूमि,8014.36,8072.24,57.88,3 बीघा 4 बिस्वा,False,,0,verified,Rain Fed,Mustard,Loamy,1630,13157752.36,पट्टा,2023,26.074496,74.751693
172035/711/89,711,307,Gordhanpura,गोर्धनपुरा,Parvati Patel,पार्वती पटेल,Rajesh Chauhan,राजेश चौहान,agricultural,कृषि भूमि,32462.41,31869.39,-593.02,12 बीघा 14 बिस्वा,False,,0,verified,Rain Fed,Maize,Sandy,1599,50959157.22,खसरा,2018,26.078195,74.710826
172035/222/90,222,35,Gordhanpura,गोर्धनपुरा,Narayan Gurjar,नारायण गुर्जर,Ram Singh,राम सिंह,agricultural,कृषि भूमि,51032.86,68241.6,17208.74,27 बीघा 5 बिस्वा,True,high,33.7,needs_review,Tube Well,Moong,Sandy,1382,94309888.05,खसरा,2016,26.079064,74.714618
172035/681/91,681,253,Gordhanpura,गोर्धनपुरा,Sohan Pandey,सोहन पांडेय,Geeta Chauhan,गीता चौहान,residential,आवासीय,14109.93,14257.24,147.31,5 बीघा 14 बिस्वा,False,,0,verified,Well,,Loamy,18278,260593823.44,पट्टा,2021,26.078643,74.718838
172035/231/92,231,493,Gordhanpura,गोर्धनपुरा,Brajesh Gupta,ब्रजेश गुप्ता,Bhagwan Singh,भगवान सिंह,residential,आवासीय,22563.89,31428.69,8864.8,12 बीघा 11 बिस्वा,True,high,39.3,needs_review,Tube Well,,Black,5850,183857849.12,बी-1,2018,26.079634,74.722138
172035/362/93,362,342,Gordhanpura,गोर्धनपुरा,Vishnu Pandey,विष्णु पांडेय,Sohan Sharma,सोहन शर्मा,agricultural,कृषि भूमि,21419.07,21348.0,-71.07,8 बीघा 10 बिस्वा,False,,0,verified,Canal,Rice,Clay,607,12958235.51,बी-1,2018,26.078983,74.7263
172035/667/94,667,152,Gordhanpura,गोर्धनपुरा,Hari Kumawat,हरि कुमावत,Bhagwan Rajput,भगवान राजपूत,agricultural,कृषि भूमि,20139.16,20481.45,342.29,8 बीघा 3 बिस्वा,False,,0,verified,Rain Fed,Moong,Sandy,1360,27854774.35,बी-1,2017,26.079008,74.729852
172035/391/95,391,361,Gordhanpura,गोर्धनपुरा,Bhagwan Sharma,भगवान शर्मा,Suresh Tiwari,सुरेश तिवारी,agricultural,कृषि भूमि,13540.4,13490.21,-50.19,5 बीघा 7 बिस्वा,False,,0,verified,None,Rice,Black,1279,17253978.08,पट्टा,2018,26.078582,74.734135
172035/826/96,826,304,Gordhanpura,गोर्धनपुरा,Durga Sharma,दुर्गा शर्मा,Vishnu Tripathi,विष्णु त्रिपाठी,agricultural,कृषि भूमि,12413.26,12612.74,199.48,5 बीघा 0 बिस्वा,False,,0,verified,Canal,Gram,Clay,547,6899167.38,पट्टा,2023,26.078403,74.738338
172035/410/97,410,386,Gordhanpura,गोर्धनपुरा,Parvati Jat,पार्वती जाट,Ramu Yadav,रामू यादव,residential,आवासीय,19174.12,19256.54,82.42,7 बीघा 14 बिस्वा,False,,0,verified,Canal,,Red,9386,180741913.25,खतौनी,2022,26.077895,74.741885
172035/572/98,572,361,Gordhanpura,गोर्धनपुरा,Vinod Tripathi,विनोद त्रिपाठी,Brajesh Tripathi,ब्रजेश त्रिपाठी,agricultural,कृषि भूमि,67406.05,80119.43,12713.38,32 बीघा 0 बिस्वा,True,medium,18.9,needs_review,Canal,Other,Clay,1898,152066673.38,पट्टा,2021,26.077816,74.745946
172035/548/99,548,148,Gordhanpura,गोर्धनपुरा,Sita Tripathi,सीता त्रिपाठी,Sohan Gupta,सोहन गुप्ता,agricultural,कृषि भूमि,12837.27,12873.69,36.42,5 बीघा 2 बिस्वा,False,,0,verified,Tube Well,Millet,Loamy,1800,23172645.62,खसरा,2021,26.078387,74.751617
172035/84/100,84,263,Gordhanpura,गोर्धनपुरा,Krishna Tripathi,कृष्ण त्रिपाठी,Saraswati Gupta,सरस्वती गुप्ता,residential,आवासीय,14387.27,16986.28,2599.01,6 बीघा 15 बिस्वा,True,medium,18.1,needs_review,Tube Well,,Clay,7063,119974084.42,पट्टा,2023,26.082381,74.711131
173109/515/1,515,496,Gujarwara,गुजरवाड़ा,Ramu Patel,रामू पटेल,Shyam Kumawat,श्याम कुमावत,barren,बंजर,15739.52,13204.97,-2534.55,5 बीघा 5 बिस्वा,True,medium,-16.1,needs_review,Pond,,Red,304,4014311.94,बी-1,2022,26.057307,74.774841
173109/749/2,749,22,Gujarwara,गुजरवाड़ा,Narayan Chauhan,नारायण चौहान,Ram Rai,राम राय,commercial,वाणिज्यिक,25357.53,25536.08,178.55,10 बीघा 4 बिस्वा,False,,0,verified,Well,,Black,17429,445068396.87,खसरा,2023,26.058413,74.777917
173109/259/3,259,83,Gujarwara,गुजरवाड़ा,Anil Yadav,अनिल यादव,Geeta Jat,गीता जाट,barren,बंजर,14148.48,14078.06,-70.42,5 बीघा 12 बिस्वा,False,,0,verified,Tube Well,,Black,185,2604441.55,जमाबंदी,2015,26.057967,74.782324
173109/611/4,611,168,Gujarwara,गुजरवाड़ा,Mahesh Jat,महेश जाट,Geeta Patel,गीता पटेल,agricultural,कृषि भूमि,10573.7,6457.26,-4116.44,2 बीघा 11 बिस्वा,True,high,-38.9,needs_review,None,Millet,Sandy,1622,10473670.36,खसरा,2021,26.057026,74.786165
173109/298/5,298,235,Gujarwara,गुजरवाड़ा,Durga Singh,दुर्गा सिंह,Radha Mishra,राधा मिश्रा,agricultural,कृषि भूमि,32079.04,31516.43,-562.61,12 बीघा 12 बिस्वा,False,,0,verified,Pond,Rice,Black,1991,62749217.22,जमाबंदी,2015,26.056838,74.790009
173109/187/6,187,306,Gujarwara,गुजरवाड़ा,Suresh Meena,सुरेश मीना,Mahesh Patel,महेश पटेल,agricultural,कृषि भूमि,19163.32,18908.73,-254.59,7 बीघा 11 बिस्वा,False,,0,verified,None,Rice,Sandy,1670,31577587.18,बी-1,2017,26.058233,74.795291
173109/18/7,18,5,Gujarwara,गुजरवाड़ा,Mahesh Verma,महेश वर्मा,Shankar Chauhan,शंकर चौहान,agricultural,कृषि भूमि,25809.99,25745.66,-64.33,10 बीघा 5 बिस्वा,False,,0,verified,Tube Well,Mustard,Red,520,13387742.25,पट्टा,2017,26.058802,74.799417
173109/489/8,489,306,Gujarwara,गुजरवाड़ा,Hari Gupta,हरि गुप्ता,Shyam Jat,श्याम जाट,agricultural,कृषि भूमि,20250.45,20221.44,-29.01,8 बीघा 1 बिस्वा,False,,0,verified,Tube Well,Rice,Loamy,1081,21859372.21,बी-1,2017,26.057106,74.802037
173109/482/9,482,305,Gujarwara,गुजरवाड़ा,Narayan Gupta,नारायण गुप्ता,Hari Gurjar,हरि गुर्जर,residential,आवासीय,17205.29,11261.05,-5944.24,4 बीघा 10 बिस्वा,True,high,-34.5,needs_review,Well,,Loamy,5809,65415438.23,बी-1,2020,26.058031,74.806627
173109/150/10,150,82,Gujarwara,गुजरवाड़ा,Mohan Tripathi,मोहन त्रिपाठी,Ramu Tripathi,रामू त्रिपाठी,commercial,वाणिज्यिक,13348.95,13606.29,257.34,5 बीघा 8 बिस्वा,False,,0,verified,None,,Loamy,19924,271091728.72,पट्टा,2024,26.057234,74.811362
173109/583/11,583,58,Gujarwara,गुजरवाड़ा,Geeta Sharma,गीता शर्मा,Sita Tiwari,सीता तिवारी,residential,आवासीय,64303.46,63461.21,-842.25,25 बीघा 7 बिस्वा,False,,0,verified,Tube Well,,Clay,8071,512195411.13,पट्टा,2016,26.057235,74.813619
173109/549/12,549,295,Gujarwara,गुजरवाड़ा,Parvati Tripathi,पार्वती त्रिपाठी,Dinesh Mishra,दिनेश मिश्रा,agricultural,कृषि भूमि,17023.74,16978.43,-45.31,6 बीघा 15 बिस्वा,False,,0,verified,Rain Fed,Gram,Black,816,13854394.9,जमाबंदी,2024,26.06279,74.774769
173109/315/13,315,460,Gujarwara,गुजरवाड़ा,Sita Meena,सीता मीना,Sita Kumawat,सीता कुमावत,agricultural,कृषि भूमि,10242.75,7454.81,-2787.94,2 बीघा 19 बिस्वा,True,high,-27.2,needs_review,None,Gram,Black,1807,13470836.73,बी-1,2024,26.061887,74.779368
173109/675/14,675,311,Gujarwara,गुजरवाड़ा,Shyam Jat,श्याम जाट,Ramu Rajput,रामू राजपूत,agricultural,कृषि भूमि,9483.76,9505.4,21.64,3 बीघा 16 बिस्वा,False,,0,verified,Rain Fed,Wheat,Loamy,1222,11615594.76,जमाबंदी,2016,26.062639,74.78311
173109/118/15,118,30,Gujarwara,गुजरवाड़ा,Mahesh Rai,महेश राय,Saraswati Meena,सरस्वती मीना,barren,बंजर,10759.38,10751.54,-7.84,4 बीघा 6 बिस्वा,False,,0,verified,None,,Black,354,3806044.31,बी-1,2016,26.062125,74.787229
173109/90/16,90,476,Gujarwara,गुजरवाड़ा,Saraswati Rai,सरस्वती राय,Geeta Rajput,गीता राजपूत,agricultural,कृषि भूमि,17737.85,17989.92,252.07,7 बीघा 3 बिस्वा,False,,0,verified,Pond,Rice,Clay,1445,25995428.52,जमाबंदी,2023,26.062445,74.791438
173109/430/17,430,101,Gujarwara,गुजरवाड़ा,Vishnu Chauhan,विष्णु चौहान,Mohan Tiwari,मोहन तिवारी,forest,वन भूमि,19173.82,19522.4,348.58,7 बीघा 16 बिस्वा,False,,0,verified,Well,,Red,302,5895766.3,खतौनी,2019,26.062273,74.794785
173109/897/18,897,49,Gujarwara,गुजरवाड़ा,Mohan Pandey,मोहन पांडेय,Radha Rajput,राधा राजपूत,agricultural,कृषि भूमि,26362.06,26364.12,2.06,10 बीघा 10 बिस्वा,False,,0,verified,Pond,Rice,Red,1019,26865041.37,बी-1,2016,26.061522,74.799143
173109/607/19,607,433,Gujarwara,गुजरवाड़ा,Bhagwan Chauhan,भगवान चौहान,Jagdish Meena,जगदीश मीना,agricultural,कृषि भूमि,10552.9,10550.35,-2.55,4 बीघा 4 बिस्वा,False,,0,verified,Well,Mustard,Clay,1780,18779630.27,जमाबंदी,2015,26.061934,74.803229
173109/655/20,655,214,Gujarwara,गुजरवाड़ा,Bhagwan Sharma,भगवान शर्मा,Dinesh Meena,दिनेश मीना,residential,आवासीय,19587.95,25983.75,6395.8,10 बीघा 7 बिस्वा,True,high,32.7,needs_review,Rain Fed,,Red,8159,212001432.86,खसरा,2021,26.061569,74.805871
173109/144/21,144,103,Gujarwara,गुजरवाड़ा,Krishna Meena,कृष्ण मीना,Radha Gupta,राधा गुप्ता,agricultural,कृषि भूमि,26734.9,20940.74,-5794.16,8 बीघा 7 बिस्वा,True,medium,-21.7,needs_review,None,Gram,Sandy,1392,29149506.09,बी-1,2020,26.062438,74.81043
173109/292/22,292,222,Gujarwara,गुजरवाड़ा,Krishna Rai,कृष्ण राय,Durga Meena,दुर्गा मीना,agricultural,कृषि भूमि,14796.85,15085.86,289.01,6 बीघा 0 बिस्वा,False,,0,verified,Canal,Wheat,Black,1248,18827149.94,पट्टा,2023,26.061898,74.814049
173109/22/23,22,14,Gujarwara,गुजरवाड़ा,Hari Gupta,हरि गुप्ता,Ramesh Kumawat,रमेश कुमावत,agricultural,कृषि भूमि,28733.04,21001.88,-7731.16,8 बीघा 8 बिस्वा,True,high,-26.9,needs_review,Rain Fed,Gram,Black,648,13609215.65,खतौनी,2018,26.06519,74.775455
173109/465/24,465,291,Gujarwara,गुजरवाड़ा,Vinod Kumawat,विनोद कुमावत,Durga Gurjar,दुर्गा गुर्जर,agricultural,कृषि भूमि,29722.76,29422.24,-300.52,11 बीघा 15 बिस्वा,False,,0,verified,Canal,Maize,Clay,1566,46075225.1,जमाबंदी,2019,26.066467,74.779364
173109/837/25,837,15,Gujarwara,गुजरवाड़ा,Geeta Gurjar,गीता गुर्जर,Jagdish Sharma,जगदीश शर्मा,agricultural,कृषि भूमि,8523.52,10079.72,1556.2,4 बीघा 0 बिस्वा,True,medium,18.3,needs_review,None,Mustard,Red,1953,19685689.19,बी-1,2015,26.065742,74.782713
173109/704/26,704,287,Gujarwara,गुजरवाड़ा,Ramu Dubey,रामू दुबे,Shankar Singh,शंकर सिंह,agricultural,कृषि भूमि,21604.92,21713.69,108.77,8 बीघा 13 बिस्वा,False,,0,verified,Pond,Maize,Clay,1784,38737219.67,जमाबंदी,2015,26.065708,74.785606
173109/220/27,220,200,Gujarwara,गुजरवाड़ा,Narayan Mishra,नारायण मिश्रा,Mohan Rajput,मोहन राजपूत,agricultural,कृषि भूमि,8026.67,5806.48,-2220.19,2 बीघा 6 बिस्वा,True,high,-27.7,needs_review,Canal,Mustard,Sandy,1573,9133590.13,खतौनी,2019,26.066228,74.791264
173109/407/28,407,279,Gujarwara,गुजरवाड़ा,Suresh Singh,सुरेश सिंह,Brajesh Sharma,ब्रजेश शर्मा,agricultural,कृषि भूमि,12078.14,12224.59,146.45,4 बीघा 17 बिस्वा,False,,0,verified,Canal,Wheat,Red,1207,14755079.16,बी-1,2024,26.065601,74.795405
173109/599/29,599,168,Gujarwara,गुजरवाड़ा,Narayan Kumawat,नारायण कुमावत,Mahesh Mishra,महेश मिश्रा,commercial,वाणिज्यिक,45486.03,45187.37,-298.66,18 बीघा 1 बिस्वा,False,,0,verified,Pond,,Sandy,46406,2096965053.85,खसरा,2018,26.066791,74.798131
173109/517/30,517,266,Gujarwara,गुजरवाड़ा,Hari Tiwari,हरि तिवारी,Jagdish Sharma,जगदीश शर्मा,agricultural,कृषि भूमि,68695.75,68059.86,-635.89,27 बीघा 4 बिस्वा,False,,0,verified,Well,Millet,Red,1184,80582878.24,पट्टा,2016,26.066519,74.801646
173109/485/31,485,484,Gujarwara,गुजरवाड़ा,Lakshmi Sharma,लक्ष्मी शर्मा,Sohan Sharma,सोहन शर्मा,barren,बंजर,10280.45,10105.48,-174.97,4 बीघा 0 बिस्वा,False,,0,verified,Canal,,Clay,319,3223648.77,खसरा,2015,26.065325,74.806122
173109/153/32,153,339,Gujarwara,गुजरवाड़ा,Hari Tripathi,हरि त्रिपाठी,Shyam Patel,श्याम पटेल,agricultural,कृषि भूमि,93923.29,95702.13,1778.84,38 बीघा 5 बिस्वा,False,,0,verified,Canal,Maize,Red,1624,155420266.06,खसरा,2015,26.065489,74.811046
173109/71/33,71,390,Gujarwara,गुजरवाड़ा,Radha Jat,राधा जाट,Dinesh Gurjar,दिनेश गुर्जर,agricultural,कृषि भूमि,8067.77,8102.75,34.98,3 बीघा 4 बिस्वा,False,,0,verified,Well,Wheat,Red,1614,13077832.38,जमाबंदी,2022,26.066423,74.815319
173109/404/34,404,403,Gujarwara,गुजरवाड़ा,Dinesh Patel,दिनेश पटेल,Anil Rai,अनिल राय,agricultural,कृषि भूमि,21848.32,21517.39,-330.93,8 बीघा 12 बिस्वा,False,,0,verified,Well,Other,Red,662,14244512.83,जमाबंदी,2016,26.070008,74.773788
173109/634/35,634,108,Gujarwara,गुजरवाड़ा,Anil Tiwari,अनिल तिवारी,Sita Pandey,सीता पांडेय,residential,आवासीय,13976.93,13871.85,-105.08,5 बीघा 10 बिस्वा,False,,0,verified,Rain Fed,,Sandy,19197,266297847.47,पट्टा,2015,26.06983,74.778301
173109/93/36,93,474,Gujarwara,गुजरवाड़ा,Radha Dubey,राधा दुबे,Ramesh Verma,रमेश वर्मा,agricultural,कृषि भूमि,29158.51,38283.23,9124.72,15 बीघा 6 बिस्वा,True,high,31.3,needs_review,Tube Well,Millet,Clay,1780,68144156.63,बी-1,2021,26.07011,74.781888
173109/107/37,107,424,Gujarwara,गुजरवाड़ा,Krishna Chauhan,कृष्ण चौहान,Sita Dubey,सीता दुबे,residential,आवासीय,18279.71,17920.24,-359.47,7 बीघा 3 बिस्वा,False,,0,verified,Rain Fed,,Red,7283,130513107.69,पट्टा,2021,26.070085,74.786621
173109/295/38,295,396,Gujarwara,गुजरवाड़ा,Sohan Pandey,सोहन पांडेय,Gopal Gupta,गोपाल गुप्ता,agricultural,कृषि भूमि,10622.84,7955.3,-2667.54,3 बीघा 3 बिस्वा,True,high,-25.1,needs_review,Rain Fed,Moong,Clay,1922,15290093.16,बी-1,2018,26.070352,74.789721
173109/132/39,132,359,Gujarwara,गुजरवाड़ा,Geeta Gupta,गीता गुप्ता,Mohan Gurjar,मोहन गुर्जर,agricultural,कृषि भूमि,9930.42,9912.26,-18.16,3 बीघा 19 बिस्वा,False,,0,verified,Canal,Millet,Black,1072,10625943.68,जमाबंदी,2016,26.070355,74.795056
173109/572/40,572,206,Gujarwara,गुजरवाड़ा,Hari Meena,हरि मीना,Sohan Rajput,सोहन राजपूत,agricultural,कृषि भूमि,14497.7,14724.52,226.82,5 बीघा 17 बिस्वा,False,,0,verified,Pond,Gram,Black,1543,22719938.45,खतौनी,2022,26.070627,74.798517
173109/363/41,363,175,Gujarwara,गुजरवाड़ा,Ramu Sharma,रामू शर्मा,Radha Meena,राधा मीना,agricultural,कृषि भूमि,15924.34,15796.5,-127.84,6 बीघा 6 बिस्वा,False,,0,verified,Canal,Moong,Loamy,658,10394098.1,खसरा,2019,26.069763,74.801735
173109/158/42,158,252,Gujarwara,गुजरवाड़ा,Suresh Mishra,सुरेश मिश्रा,Hari Patel,हरि पटेल,agricultural,कृषि भूमि,17319.29,17162.52,-156.77,6 बीघा 17 बिस्वा,False,,0,verified,Canal,Moong,Red,503,8632748.89,जमाबंदी,2017,26.069597,74.807304
173109/683/43,683,294,Gujarwara,गुजरवाड़ा,Brajesh Jat,ब्रजेश जाट,Anil Sharma,अनिल शर्मा,residential,आवासीय,10696.63,10794.49,97.86,4 बीघा 6 बिस्वा,False,,0,verified,Rain Fed,,Red,13043,140792592.17,खसरा,2022,26.070659,74.810641
173109/746/44,746,397,Gujarwara,गुजरवाड़ा,Vinod Gurjar,विनोद गुर्जर,Rajesh Gurjar,राजेश गुर्जर,agricultural,कृषि भूमि,14094.17,13906.3,-187.87,5 बीघा 11 बिस्वा,False,,0,verified,Pond,Wheat,Red,1883,26185562.1,खतौनी,2023,26.070084,74.815071
173109/551/45,551,33,Gujarwara,गुजरवाड़ा,Shankar Gurjar,शंकर गुर्जर,Ram Verma,राम वर्मा,agricultural,कृषि भूमि,23613.66,23698.11,84.45,9 बीघा 9 बिस्वा,False,,0,verified,Rain Fed,Rice,Clay,1210,28674709.55,खसरा,2016,26.073557,74.775518
173109/517/46,517,132,Gujarwara,गुजरवाड़ा,Geeta Gupta,गीता गुप्ता,Mohan Jat,मोहन जाट,commercial,वाणिज्यिक,18394.31,18049.74,-344.57,7 बीघा 4 बिस्वा,False,,0,verified,Tube Well,,Black,48659,878282456.43,खतौनी,2017,26.074144,74.778882
173109/413/47,413,264,Gujarwara,गुजरवाड़ा,Shyam Verma,श्याम वर्मा,Vishnu Verma,विष्णु वर्मा,agricultural,कृषि भूमि,11144.46,11014.42,-130.04,4 बीघा 8 बिस्वा,False,,0,verified,Rain Fed,Rice,Red,1781,19616678.89,खसरा,2020,26.074218,74.783381
173109/589/48,589,453,Gujarwara,गुजरवाड़ा,Ramesh Dubey,रमेश दुबे,Mahesh Dubey,महेश दुबे,agricultural,कृषि भूमि,19393.78,19766.63,372.85,7 बीघा 18 बिस्वा,False,,0,verified,Rain Fed,Wheat,Clay,1827,36113635.09,बी-1,2022,26.074523,74.786517
173109/338/49,338,135,Gujarwara,गुजरवाड़ा,Ramesh Pandey,रमेश पांडेय,Geeta Chauhan,गीता चौहान,agricultural,कृषि भूमि,18939.9,18665.12,-274.78,7 बीघा 9 बिस्वा,False,,0,verified,Tube Well,Moong,Clay,1948,36359650.29,पट्टा,2018,26.073091,74.790624
173109/414/50,414,176,Gujarwara,गुजरवाड़ा,Parvati Tripathi,पार्वती त्रिपाठी,Mohan Pandey,मोहन पांडेय,barren,बंजर,19130.82,19141.89,11.07,7 बीघा 13 बिस्वा,False,,0,verified,Rain Fed,,Sandy,248,4747187.75,खतौनी,2017,26.073868,74.793527
173109/83/51,83,443,Gujarwara,गुजरवाड़ा,Rajesh Yadav,राजेश यादव,Mahesh Kumawat,महेश कुमावत,agricultural,कृषि भूमि,17361.3,17026.4,-334.9,6 बीघा 16 बिस्वा,False,,0,verified,Well,Millet,Sandy,925,15749422.09,बी-1,2019,26.07437,74.799311
173109/141/52,141,266,Gujarwara,गुजरवाड़ा,Krishna Rajput,कृष्ण राजपूत,Geeta Pandey,गीता पांडेय,agricultural,कृषि भूमि,11299.58,11432.92,133.34,4 बीघा 11 बिस्वा,False,,0,verified,Tube Well,Other,Clay,1049,11993128.51,जमाबंदी,2017,26.072908,74.801627
173109/237/53,237,499,Gujarwara,गुजरवाड़ा,Ramu Yadav,रामू यादव,Radha Singh,राधा सिंह,agricultural,कृषि भूमि,9941.86,9863.03,-78.83,3 बीघा 18 बिस्वा,False,,0,verified,None,Millet,Sandy,1923,18966614.93,खसरा,2016,26.074855,74.807487
173109/658/54,658,443,Gujarwara,गुजरवाड़ा,Sita Yadav,सीता यादव,Lakshmi Mishra,लक्ष्मी मिश्रा,agricultural,कृषि भूमि,24600.23,24917.61,317.38,9 बीघा 19 बिस्वा,False,,0,verified,None,Millet,Clay,1953,48664096.5,पट्टा,2015,26.073568,74.811094
173109/154/55,154,321,Gujarwara,गुजरवाड़ा,Krishna Singh,कृष्ण सिंह,Ramu Rajput,रामू राजपूत,barren,बंजर,83694.06,84666.29,972.23,33 बीघा 17 बिस्वा,False,,0,verified,Well,,Red,180,15239931.43,खतौनी,2023,26.073108,74.814004
173109/408/56,408,15,Gujarwara,गुजरवाड़ा,Radha Meena,राधा मीना,Durga Singh,दुर्गा सिंह,forest,वन भूमि,52082.04,52394.02,311.98,20 बीघा 19 बिस्वा,False,,0,verified,None,,Black,733,38404813.39,खसरा,2022,26.078259,74.773739
173109/815/57,815,112,Gujarwara,गुजरवाड़ा,Sohan Tripathi,सोहन त्रिपाठी,Brajesh Jat,ब्रजेश जाट,barren,बंजर,19276.42,19395.11,118.69,7 बीघा 15 बिस्वा,False,,0,verified,Well,,Loamy,248,4809988.43,बी-1,2015,26.078476,74.778578
173109/865/58,865,79,Gujarwara,गुजरवाड़ा,Saraswati Tiwari,सरस्वती तिवारी,Vinod Tiwari,विनोद तिवारी,residential,आवासीय,15352.0,15170.45,-181.55,6 बीघा 1 बिस्वा,False,,0,verified,Canal,,Loamy,6366,96575101.5,बी-1,2020,26.077687,74.782675
173109/302/59,302,39,Gujarwara,गुजरवाड़ा,Shankar Pandey,शंकर पांडेय,Ramesh Verma,रमेश वर्मा,commercial,वाणिज्यिक,32515.33,32158.92,-356.41,12 बीघा 17 बिस्वा,False,,0,verified,Rain Fed,,Loamy,15090,485278147.23,बी-1,2018,26.078032,74.786069
173109/576/60,576,344,Gujarwara,गुजरवाड़ा,Gopal Singh,गोपाल सिंह,Gopal Rajput,गोपाल राजपूत,residential,आवासीय,16193.63,16483.91,290.28,6 बीघा 11 बिस्वा,False,,0,verified,Rain Fed,,Black,8258,136124126.53,पट्टा,2016,26.07883,74.790027
173109/772/61,772,121,Gujarwara,गुजरवाड़ा,Saraswati Sharma,सरस्वती शर्मा,Saraswati Meena,सरस्वती मीना,residential,आवासीय,13444.44,13396.29,-48.15,5 बीघा 7 बिस्वा,False,,0,verified,Tube Well,,Red,5901,79051533.89,बी-1,2021,26.077629,74.794121
173109/711/62,711,348,Gujarwara,गुजरवाड़ा,Vishnu Rajput,विष्णु राजपूत,Shyam Rajput,श्याम राजपूत,agricultural,कृषि भूमि,15730.16,15804.8,74.64,6 बीघा 6 बिस्वा,False,,0,verified,None,Moong,Sandy,1039,16421191.95,जमाबंदी,2022,26.078778,74.799208
173109/881/63,881,60,Gujarwara,गुजरवाड़ा,Radha Mishra,राधा मिश्रा,Parvati Gupta,पार्वती गुप्ता,barren,बंजर,30200.1,20015.47,-10184.63,8 बीघा 0 बिस्वा,True,high,-33.7,needs_review,Tube Well,,Clay,223,4463450.28,बी-1,2024,26.07794,74.802678
173109/210/64,210,385,Gujarwara,गुजरवाड़ा,Ramesh Sharma,रमेश शर्मा,Gopal Verma,गोपाल वर्मा,barren,बंजर,22341.29,18026.43,-4314.86,7 बीघा 4 बिस्वा,True,medium,-19.3,needs_review,Well,,Black,240,4326344.3,जमाबंदी,2022,26.077938,74.807469
173109/616/65,616,288,Gujarwara,गुजरवाड़ा,Suresh Pandey,सुरेश पांडेय,Krishna Sharma,कृष्ण शर्मा,forest,वन भूमि,10041.05,10192.3,151.25,4 बीघा 1 बिस्वा,False,,0,verified,Tube Well,,Clay,372,3791534.12,खसरा,2024,26.078291,74.809772
173109/399/66,399,245,Gujarwara,गुजरवाड़ा,Sita Yadav,सीता यादव,Mahesh Chauhan,महेश चौहान,barren,बंजर,13471.5,13465.26,-6.24,5 बीघा 7 बिस्वा,False,,0,verified,Pond,,Black,212,2854635.47,जमाबंदी,2021,26.07784,74.815336
173109/896/67,896,183,Gujarwara,गुजरवाड़ा,Geeta Tiwari,गीता तिवारी,Shankar Pandey,शंकर पांडेय,forest,वन भूमि,17854.63,21362.34,3507.71,8 बीघा 10 बिस्वा,True,medium,19.6,needs_review,Canal,,Black,479,10232561.71,खतौनी,2022,26.082331,74.773623
173109/216/68,216,483,Gujarwara,गुजरवाड़ा,Krishna Dubey,कृष्ण दुबे,Narayan Meena,नारायण मीना,agricultural,कृषि भूमि,10477.62,6382.77,-4094.85,2 बीघा 11 बिस्वा,True,high,-39.1,needs_review,Tube Well,Wheat,Loamy,594,3791367.05,जमाबंदी,2021,26.082829,74.777775
173109/104/69,104,328,Gujarwara,गुजरवाड़ा,Krishna Patel,कृष्ण पटेल,Hari Mishra,हरि मिश्रा,barren,बंजर,11820.48,8347.78,-3472.7,3 बीघा 6 बिस्वा,True,high,-29.4,needs_review,Rain Fed,,Clay,411,3430935.67,जमाबंदी,2019,26.082523,74.782697
173109/111/70,111,202,Gujarwara,गुजरवाड़ा,Radha Verma,राधा वर्मा,Suresh Singh,सुरेश सिंह,agricultural,कृषि भूमि,35424.37,34931.45,-492.92,13 बीघा 19 बिस्वा,False,,0,verified,Rain Fed,Millet,Sandy,1483,51803345.82,खसरा,2021,26.081135,74.786328
173109/673/71,673,173,Gujarwara,गुजरवाड़ा,Vishnu Tripathi,विष्णु त्रिपाठी,Sohan Verma,सोहन वर्मा,agricultural,कृषि भूमि,17413.65,17554.27,140.62,7 बीघा 0 बिस्वा,False,,0,verified,Well,Wheat,Loamy,507,8900016.34,खतौनी,2017,26.082384,74.791015
